Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42
#,id,flight,phase,time,msl_altitude,indicated_airspeed,vertical_airspeed,tas,heading,course,pitch_attitude,roll_attitude,eng_1_rpm,vertical_acceleration,longitudinal_acceleration,lateral_acceleration,oat,groundspeed,latitude,longitude,nav_1_freq,nav_2_freq,obs_1,fuel_quantity_left_main,fuel_quantity_right_main,eng_1_fuel_flow,eng_1_oil_press,eng_1_oil_temp,eng_1_cht_1,eng_1_cht_2,eng_1_cht_3,eng_1_cht_4,eng_1_egt_1,eng_1_egt_2,eng_1_egt_3,eng_1_egt_4,system_1_volts,system_2_volts,system_1_amps,system_2_amps,
,37123854,13588,0,76000,854,0,20.25,0,354.8,266.2,2.48,0.38,1053.1,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.96,57.68,139.79,202.86,171.03,198.21,184.39,1045.53,1051.22,1042.36,1062.39,27.9,27.9,8.7,0.4,
,37123855,13588,0,77000,854.1,0,15.59,0,354.8,266.2,2.48,0.38,1055.7,0,0.02,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.9,57.83,139.73,203.33,171.43,198.62,184.77,1045.94,1051.35,1043.04,1063.11,27.9,28,8.7,0.4,
,37123856,13588,0,78000,854.1,0,45.31,0,354.8,266.2,2.46,0.44,1063.7,0,-0.04,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.9,57.92,139.67,203.97,172,199.19,185.32,1047.67,1051.4,1044.24,1064,28,28,8.7,0.4,
,37123857,13588,0,79000,854.1,0,38.24,0,354.8,266.2,2.46,0.37,1064,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.86,57.91,139.61,204.43,172.43,199.57,185.7,1048.88,1052.36,1045.33,1066.26,28,28,8.6,0.4,
,37123858,13588,0,80000,853.9,0,-15.25,0,354.8,266.2,2.35,0.44,1066.6,0,-0.04,-0.02,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.62,2.92,57.9,139.56,205.02,172.97,200.12,186.26,1049.08,1053.96,1045.26,1069.38,28,28,8.8,0.4,
,37123859,13588,0,81000,853.5,0,-54.53,0,354.9,266.2,2.43,0.46,1060,0,-0.01,0,19.5,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.62,2.86,57.74,139.49,205.63,173.54,200.68,186.73,1049.18,1055.76,1045.88,1069.64,28,28,8.7,0.4,
,37123860,13588,0,82000,852.2,0,-56.19,0,354.8,266.2,2.41,0.43,1065.1,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.88,57.96,139.44,206.17,173.97,201.08,187.2,1049.52,1056.95,1046.11,1068.79,27.9,27.9,8.5,0.4,
,37123861,13588,0,83000,852.1,0,-60,0,354.8,266.2,2.41,0.43,1065.5,0,-0.02,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.62,2.88,57.84,139.38,206.68,174.43,201.59,187.64,1050.24,1058.99,1044.91,1066.56,28,28,8.5,0.4,
,37123862,13588,0,84000,852,0,-28.79,0,354.8,266.2,2.45,0.44,1056.9,0,0.01,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.57,2.87,57.65,139.32,207.19,174.92,202.03,188.09,1051.32,1060.5,1044.12,1066.99,28,28,8.6,0.4,
,37123863,13588,0,85000,851.8,0,-19.15,0,354.8,266.2,2.4,0.45,1054.1,0,0,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.57,2.85,57.62,139.26,207.72,175.41,202.48,188.54,1052.39,1060.28,1042.77,1067.62,28,28,8.5,0.4,
,37123864,13588,0,86000,852,0,-21.24,0,354.8,266.2,2.35,0.44,1053.6,0,-0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.83,57.73,139.2,208.29,175.87,202.95,189.03,1053,1059.58,1041.42,1067.92,28,28,8.4,0.4,
,37123865,13588,0,87000,852.3,0,-18.21,0,354.8,266.2,2.38,0.4,1061.5,0,-0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.86,57.87,139.14,208.96,176.5,203.59,189.57,1054.33,1059.37,1041.1,1067.01,28,28,8.3,0.4,
,37123866,13588,0,88000,852.8,0,2.8,0,354.8,266.2,2.42,0.41,1059.8,0,-0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.85,57.79,139.08,209.48,176.96,204.01,190.03,1054.63,1059.26,1041.97,1067.7,28,28,8.2,0.4,
,37123867,13588,0,89000,852.9,0,-5.11,0,354.8,266.2,2.4,0.4,1059.1,0,0,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.6,19.57,2.91,57.77,139.02,210,177.45,204.44,190.51,1054.56,1058.5,1043.37,1069.4,28,28,8.3,0.4,
,37123868,13588,0,90000,853,0,7.15,0,354.8,266.2,2.37,0.53,1064.2,0,-0.01,-0.01,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.6,19.57,2.88,57.83,138.97,210.46,177.89,204.92,190.94,1053.27,1057.61,1043.75,1070.66,28,28,8.4,0.4,
,37123869,13588,0,91000,853.1,0,6.61,0,354.8,266.2,2.41,0.49,1064.3,0,0,-0.01,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.88,57.82,138.9,211.03,178.36,205.35,191.37,1053.08,1059.28,1043.65,1071.86,28,28,8.1,0.4,
,37123870,13588,0,92000,852.8,0,10.73,0,354.9,266.2,2.4,0.46,1067.4,0,-0.01,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.85,57.95,138.84,211.54,178.85,205.85,191.84,1053.2,1060.58,1043.41,1073.04,28,28,8,0.4,
,37123871,13588,0,93000,852.3,0,1.1,0,354.8,266.2,2.38,0.4,1065.2,0,-0.02,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.57,2.91,57.91,138.78,212.05,179.36,206.33,192.27,1052.85,1060.61,1043.77,1073.97,28,28,8.1,0.4,
,37123872,13588,0,94000,852.3,0,22.82,0,354.8,266.2,2.41,0.36,1053.3,0,-0.04,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.52,2.89,57.66,138.73,212.52,179.78,206.75,192.7,1052.55,1060.07,1044.94,1074.03,28,28,8.2,0.4,
,37123873,13588,0,95000,852.3,0,26.06,0,354.8,266.2,2.42,0.47,1059.3,0,0.01,-0.02,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.57,2.86,57.83,138.68,213.05,180.23,207.19,193.15,1052.49,1059.24,1045.39,1075.21,28,28,8.1,0.4,
,37123874,13588,0,96000,852.3,0,-4.39,0,354.8,266.2,2.43,0.48,1062.6,0,-0.01,-0.03,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.9,57.77,138.62,213.57,180.7,207.62,193.59,1053.34,1059.18,1045.09,1075.53,28,28,8,0.4,
,37123875,13588,0,97000,852.4,0,20.48,0,354.7,266.2,2.44,0.51,1066.5,0,0.01,-0.02,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.83,57.84,138.57,214.05,181.17,208.09,194.01,1054.52,1058.97,1044.94,1076.64,28,28,7.9,0.4,
,37123876,13588,0,98000,852.7,0,15.58,0,354.8,266.2,2.4,0.52,1067.8,0,-0.01,0,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.89,57.85,138.51,214.63,181.71,208.61,194.56,1056.37,1058.83,1045.8,1075.91,28,28,7.8,0.3,
,37123877,13588,0,99000,853.4,0,26.04,0,354.8,266.2,2.46,0.4,1064.3,0,-0.01,0,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.52,2.86,57.83,138.45,214.34,181.45,208.27,194.24,1056.17,1059.24,1043.81,1075.05,28,28,8.2,0.4,
,37123878,13588,0,100000,853.2,0,68.13,0,354.8,266.2,2.52,0.38,1059.7,0,0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.9,57.76,138.4,214.65,181.71,208.54,194.47,1055.49,1059.78,1042.6,1075,28,28,8,0.4,
,37123879,13588,0,101000,853.2,0,37.83,0,354.7,266.2,2.48,0.38,1059.9,0,0.01,-0.02,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.88,57.87,138.35,215.23,182.24,209.07,194.98,1055.26,1060.63,1044.34,1075.32,28,28,7.8,0.3,
,37123880,13588,0,102000,853.4,0,31.6,0,354.8,266.2,2.46,0.4,1068.9,0,0,-0.01,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.86,57.93,138.29,215.77,182.78,209.54,195.45,1053.82,1060.67,1044.82,1075.06,28,28,7.8,0.3,
,37123881,13588,0,103000,853.6,0,14.23,0,354.8,266.2,2.53,0.44,1055,0,0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.85,57.45,138.24,216.22,183.22,209.96,195.86,1052.96,1058.88,1044.58,1074.82,28,28,7.7,0.3,
,37123882,13588,0,104000,853.3,0,-4.22,0,354.8,266.2,2.48,0.38,1043,0,0,0,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.91,57.54,138.18,216.71,183.67,210.38,196.29,1053.11,1058.06,1045.56,1075.45,28,28,7.9,0.4,
,37123883,13588,0,105000,852.8,0,-0.33,0,354.8,266.2,2.46,0.45,1047.6,0,-0.03,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.87,57.61,138.13,217.19,184.14,210.84,196.73,1052.74,1058.35,1045.42,1073.12,28,28,7.8,0.4,
,37123884,13588,0,106000,852.9,0,3.07,0,354.8,266.2,2.5,0.44,1050.6,0,0.01,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.82,57.66,138.08,217.65,184.59,211.24,197.11,1053.02,1057.98,1045.58,1071.11,28,28,7.6,0.3,
,37123885,13588,0,107000,852.8,0,-1.29,0,354.8,266.2,2.53,0.43,1045.9,0,0,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.76,19.57,2.87,57.49,138.03,218.16,185.03,211.64,197.57,1053.99,1056.88,1046.33,1070.04,28,28,7.5,0.3,
,37123886,13588,0,108000,852.7,0,-14.71,0,354.8,266.2,2.49,0.45,1049.7,0,-0.02,0,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.76,19.57,2.87,57.63,137.98,218.72,185.57,212.15,198.08,1054.35,1056.74,1047.28,1070.27,28,28,7.5,0.3,
,37123887,13588,0,109000,852.4,0,-17.77,0,354.7,266.2,2.44,0.42,1053.1,0,0,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.76,19.52,2.87,57.72,137.93,219.13,185.94,212.5,198.41,1054.51,1055.13,1047.65,1069.6,28,28,7.8,0.3,
,37123888,13588,0,110000,852.5,0,-19.29,0,354.8,266.2,2.45,0.45,1059.2,0,0.01,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.85,57.8,137.88,219.51,186.31,212.89,198.79,1055.18,1053.9,1047.89,1070.32,28,28,7.5,0.3,
,37123889,13588,0,111000,852.2,0,-1.74,0,354.8,266.2,2.43,0.42,1062.6,0,-0.02,0,19.8,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.86,57.8,137.83,220,186.77,213.35,199.17,1055.8,1054.9,1048.26,1071.43,28,28,7.4,0.3,
,37123890,13588,0,112000,851.6,0,0.01,0,354.8,266.2,2.48,0.43,1066.9,0,0,-0.01,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.52,2.83,57.84,137.79,220.58,187.28,213.8,199.71,1055.34,1055.88,1049.05,1070.87,28,28,7.4,0.3,
,37123891,13588,0,113000,851.3,0,-9.41,0,354.8,266.2,2.5,0.43,1055.7,0,0.02,0,19.8,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.9,57.59,137.74,221.06,187.74,214.28,200.13,1054.82,1056.23,1049.15,1070.08,28,28,7.5,0.3,
,37123892,13588,0,114000,851.2,0,0.78,0,354.8,266.2,2.43,0.42,1050.1,0,-0.01,-0.01,20,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.86,57.63,137.69,221.51,188.2,214.67,200.54,1054.65,1056.7,1048.34,1070.05,28,28,7.4,0.3,
,37123893,13588,0,115000,851.1,0,25.35,0,354.8,266.2,2.45,0.52,1050.8,0,0.03,0,20,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.71,19.57,2.86,57.67,137.64,221.98,188.63,215.08,200.93,1054.35,1056.14,1048.44,1070.24,28,28,7.4,0.3,
,37123894,13588,0,116000,850.8,0,13.49,0,354.8,266.2,2.46,0.47,1049.5,0,0,-0.01,20,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.65,19.62,2.87,57.61,137.6,222.37,189.05,215.48,201.33,1055.02,1055.87,1048.63,1069.6,28,28,7.3,0.3,
,37123895,13588,0,117000,844.2,0,-7.67,0,354.8,266.2,2.4,0.43,1052.4,0,-0.02,-0.01,20,0,47.9486008,-97.1724472,114.3,108.4,228.2,21.65,19.62,2.88,57.64,137.55,222.87,189.54,215.93,201.74,1055.56,1056.81,1049.4,1068.21,28,28,7.2,0.3,
,37123896,13588,0,118000,844.8,0,-21.58,0,354.9,266.2,2.43,0.54,1053,0,-0.01,0,20,0,47.9486008,-97.1724472,114.3,108.4,228.2,21.65,19.62,2.85,57.74,137.5,223.33,189.9,216.28,202.16,1055.24,1056.34,1048.32,1066.63,28,28,7.4,0.3,
,37123897,13588,0,119000,844.8,0,-42.22,0,354.8,266.2,2.41,0.47,1054.7,0,-0.02,-0.01,20,0,47.9486008,-97.1724472,114.3,108.4,228.2,21.65,19.62,2.88,57.67,137.46,223.77,190.36,216.67,202.53,1054.35,1055.27,1046.41,1065.38,28,28,7.3,0.3,
,37123898,13588,0,120000,844.8,0,-6.34,0,354.8,266.2,2.44,0.49,1056.1,0,-0.02,-0.01,20,0,47.9485931,-97.1724472,114.3,108.4,228.2,21.71,19.62,2.85,57.8,137.41,224.17,190.77,217.12,202.92,1054.64,1055.19,1045.82,1064.57,28,28,7,0.3,
,37123899,13588,0,121000,844.7,0,0.83,0,354.8,266.2,2.45,0.51,1056.3,0,-0.02,0,20,0,47.9485931,-97.1724472,114.3,108.4,228.2,21.71,19.62,2.85,57.63,137.37,224.67,191.21,217.48,203.33,1055.14,1055.99,1044.58,1062.77,28,28,7,0.3,
,37123900,13588,0,122000,844.2,0,-5.05,0,354.8,266.2,2.41,0.48,1047.7,0,0,-0.01,20,0,47.9485931,-97.1724472,114.3,108.4,228.2,21.76,19.57,2.84,57.43,137.32,225.13,191.62,217.89,203.72,1054.97,1057.36,1044.79,1062.22,28,28,7.1,0.3,
,37123901,13588,0,123000,844.6,0,-18.36,0,354.8,266.2,2.42,0.53,1046,0,0.01,-0.01,20,0,47.9486008,-97.1724472,114.3,108.4,228.2,21.76,19.62,2.9,57.59,137.28,225.54,192.1,218.32,204.1,1054.48,1059.07,1044.24,1064.64,28,28,7.2,0.3,
,37123902,13588,0,124000,844,0,-19.82,0,354.8,266.2,2.45,0.47,1048.1,0,0.03,-0.01,20,0,47.9486008,-97.1724472,114.3,108.4,228.2,21.71,19.62,2.9,57.6,137.24,226,192.47,218.65,204.51,1053.56,1060.23,1042.21,1065.18,28,28,7.2,0.3,
,37123903,13588,0,125000,842.6,0,-19.16,0,354.8,266.2,2.37,0.45,1045,0,-0.01,-0.01,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.62,2.89,57.51,137.2,226.46,192.89,219.04,204.9,1053.17,1061.41,1043.2,1064.51,28,28,6.9,0.3,
,37123904,13588,0,126000,842.4,0,2.46,0,354.8,266.2,2.35,0.49,1052.1,0,0,0.01,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.88,57.75,137.16,226.86,193.33,219.44,205.28,1053.52,1063.27,1043.68,1063.36,28,28,6.9,0.3,
,37123905,13588,0,127000,842,0,35.1,0,354.8,266.2,2.41,0.44,1060.4,0,0.01,-0.01,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.85,57.86,137.12,227.32,193.71,219.84,205.66,1053.68,1065.82,1042.24,1062.8,28,28,6.9,0.3,
,37123906,13588,0,128000,843.6,0,39.14,0,354.8,266.2,2.45,0.48,1060.8,0,0.03,-0.01,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.9,57.75,137.08,227.89,194.25,220.36,206.17,1054.64,1067.87,1042.98,1062.68,28,28,7.1,0.3,
,37123907,13588,0,129000,843.4,0,13.42,0,354.8,266.2,2.4,0.44,1056.9,0,-0.01,-0.02,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.86,57.7,137.03,228.23,194.62,220.7,206.45,1056.76,1069.59,1044.24,1064.62,28,28,6.9,0.3,
,37123908,13588,0,130000,844.5,0,6.1,0,354.8,266.2,2.37,0.43,1057.1,0,-0.01,-0.01,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.87,57.68,137,228.63,194.96,221,206.8,1059.41,1069.18,1044.41,1066.22,28,28,6.8,0.3,
,37123909,13588,0,131000,844.7,0,15.52,0,354.8,266.2,2.42,0.46,1056,0,0,0,20,0,47.9485893,-97.1724548,114.3,108.4,228.2,21.71,19.67,2.9,57.7,136.96,229.2,195.5,221.49,207.3,1062.26,1068.42,1045.64,1067.28,28,28,6.7,0.3,
,37123910,13588,0,132000,841.3,0,4.78,0,354.8,266.2,2.43,0.42,1066.2,0,0.01,0,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.84,57.91,136.92,229.65,195.9,221.89,207.71,1063.24,1068.52,1046.87,1067.19,28,28,6.8,0.3,
,37123911,13588,0,133000,841.5,0,16.48,0,354.8,266.2,2.38,0.4,1070.5,0,-0.01,0,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.84,58.04,136.88,230.08,196.31,222.28,208.07,1062.69,1067.57,1049.48,1068.74,28,28,6.9,0.3,
,37123912,13588,0,134000,841.4,0,15.33,0,354.9,266.2,2.37,0.44,1076.2,0,0,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.67,2.9,58.08,136.84,230.52,196.72,222.65,208.44,1063.11,1066.27,1051.3,1068.64,28,28,6.8,0.3,
,37123913,13588,0,135000,840.9,0,1.44,0,354.8,266.2,2.44,0.4,1071,0,0,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.83,57.96,136.8,230.98,197.16,223.08,208.81,1064.43,1064.81,1051.43,1067.69,28,28,6.7,0.3,
,37123914,13588,0,136000,840.2,0,0.06,0,354.8,266.2,2.43,0.43,1071.5,0,0.01,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.88,57.97,136.77,231.42,197.5,223.43,209.18,1066.44,1064.44,1053.13,1067.29,28,28,6.5,0.2,
,37123915,13588,0,137000,840.1,0,0,0,354.9,266.2,2.38,0.47,1073.1,0,-0.02,0,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.87,57.98,136.73,231.82,197.9,223.8,209.57,1067.53,1064.22,1054.37,1068.25,28,28,6.8,0.3,
,37123916,13588,0,138000,840,0,9.05,0,354.8,266.2,2.41,0.43,1066.1,0,0,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.87,57.84,136.69,232.25,198.31,224.16,209.95,1067.52,1063.52,1055.74,1070.63,28,28,6.8,0.3,
,37123917,13588,0,139000,840,0,2.65,0,354.8,266.2,2.43,0.41,1066.2,0,0,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.89,57.82,136.65,232.68,198.7,224.52,210.27,1067.48,1062.39,1057.06,1073.41,28,28,6.5,0.2,
,37123918,13588,0,140000,839.9,0,0.1,0,354.8,266.2,2.44,0.45,1064.5,0,0.01,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.86,57.77,136.61,233.13,199.08,224.87,210.65,1068.14,1061.74,1056.48,1075.48,28,28,6.5,0.2,
,37123919,13588,0,141000,840.9,0,10.7,0,354.8,266.2,2.42,0.44,1066.1,0,-0.02,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.82,57.78,136.57,233.51,199.5,225.29,211.03,1067.1,1064.33,1056.15,1075.58,28,28,6.5,0.2,
,37123920,13588,0,142000,841.8,0,9.8,0,354.8,266.2,2.45,0.41,1067.2,0,0.03,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.85,57.85,136.53,233.23,199.17,224.91,210.67,1064.98,1065.31,1055.81,1073.63,28,28,6.5,0.2,
,37123921,13588,0,143000,841.8,0,-13.34,0,354.8,266.2,2.43,0.43,1062.7,0,-0.03,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.89,57.81,136.49,234.36,200.17,225.91,211.68,1064.46,1066.18,1057.29,1071.89,28,28,6.6,0.3,
,37123922,13588,0,144000,842.1,0,-15.91,0,354.8,266.2,2.45,0.4,1059.9,0,-0.02,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.89,57.74,136.45,234.2,200.07,225.76,211.52,1062.93,1065.32,1058.41,1070.82,28,28,6.5,0.3,
,37123923,13588,0,145000,842.2,0,-10.05,0,354.8,266.2,2.44,0.42,1059.5,0,-0.01,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.83,57.81,136.41,234.38,200.21,225.87,211.57,1061.72,1065.64,1057.37,1070.63,28,28,6.3,0.2,
,37123924,13588,0,146000,842.3,0,7.59,0,354.8,266.2,2.44,0.43,1056.1,0,-0.01,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.84,57.63,136.37,234.86,200.67,226.27,212.03,1061.13,1065.21,1055.77,1069.84,28,28,6.3,0.2,
,37123925,13588,0,147000,841.4,0,16.45,0,354.8,266.2,2.48,0.42,1058.3,0,0.01,-0.01,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.82,57.72,136.33,235.28,201.11,226.68,212.42,1059.45,1065.91,1054.45,1068.48,28,28,6.5,0.2,
,37123926,13588,0,148000,839.9,0,-8.51,0,354.8,266.2,2.45,0.4,1056,0,-0.03,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.85,57.67,136.29,235.65,201.42,226.99,212.73,1058.87,1065.93,1053.62,1067.44,28,28,6.4,0.3,
,37123927,13588,0,149000,839.6,0,-10.86,0,354.8,266.2,2.4,0.4,1059.7,0,-0.03,0,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.78,19.62,2.89,57.79,136.25,236.09,201.81,227.34,213.11,1060.09,1065.91,1054.54,1066.46,28,28,6.3,0.2,
,37123928,13588,0,150000,839.3,0,3.28,0,354.8,266.2,2.41,0.43,1064.1,0,0.02,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.9,57.87,136.22,236.49,202.19,227.71,213.43,1060.48,1065.21,1054.75,1065.79,28,28,6.3,0.2,
,37123929,13588,0,151000,839,0,2.59,0,354.8,266.2,2.46,0.45,1055,0,0.01,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.83,19.62,2.86,57.63,136.18,236.86,202.55,228.03,213.78,1059.23,1064.63,1054.33,1065.32,28,28,6.3,0.2,
,37123930,13588,0,152000,838.7,0,-12.2,0,354.8,266.2,2.44,0.44,1051.5,0,0,-0.02,20,0,47.9486046,-97.1724243,114.3,108.4,228.2,21.76,19.62,2.8,57.48,136.14,237.24,202.93,228.4,214.12,1059.23,1064.87,1053.81,1066.07,28,28,6.4,0.3,
,37123931,13588,0,153000,839.9,0,-17.75,0,354.8,266.2,2.41,0.47,1053.3,0,0,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.86,57.61,136.1,237.66,203.38,228.79,214.46,1060.36,1066.43,1052.5,1066.22,28,28,6.3,0.2,
,37123932,13588,0,154000,840.9,0,-26.05,0,354.8,266.2,2.44,0.42,1050.4,0,0.02,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.67,2.87,57.53,136.07,238.04,203.69,229.08,214.79,1060.77,1067.02,1051.29,1065.16,28,28,6.1,0.3,
,37123933,13588,0,155000,841,0,-20.42,0,354.8,266.2,2.43,0.47,1049.2,0,-0.01,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.88,57.6,136.04,238.45,204.08,229.43,215.11,1060.73,1067.65,1051.27,1064.72,28,28,6.1,0.2,
,37123934,13588,0,156000,840.9,0,-40.06,0,354.8,266.2,2.41,0.43,1052.9,0,-0.02,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.72,2.89,57.65,136.01,238.77,204.45,229.74,215.45,1060.48,1067.92,1050.54,1064.44,28,28,6.2,0.2,
,37123935,13588,0,157000,840.9,0,-5.64,0,354.8,266.2,2.42,0.46,1056.4,0,0,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.72,2.91,57.64,135.97,239.2,204.8,230.1,215.78,1059.76,1066.86,1050.52,1064.29,28,28,6.2,0.3,
,37123936,13588,0,158000,840.8,0,19.89,0,354.8,266.2,2.4,0.45,1057.8,0,0.01,0,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.78,19.67,2.85,57.75,135.94,239.55,205.15,230.43,216.11,1060.36,1066.86,1050.45,1065.34,28,28,6.1,0.3,
,37123937,13588,0,159000,839.5,0,34.8,0,354.8,266.2,2.43,0.45,1061.4,0,0.02,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.86,57.7,135.91,239.94,205.53,230.81,216.45,1061.23,1066.38,1049.78,1067.12,28,28,6,0.2,
,37123938,13588,0,160000,838.6,0,24.26,0,354.8,266.2,2.44,0.43,1061.4,0,0,-0.02,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.85,57.76,135.88,240.46,205.99,231.2,216.86,1062.25,1065.6,1049.53,1067.98,28,28,6.1,0.2,
,37123939,13588,0,161000,838.4,0,16.37,0,354.8,266.2,2.42,0.44,1059.3,0,-0.03,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.86,57.67,135.85,240.84,206.37,231.55,217.24,1062.74,1065.73,1049.86,1069.33,28,28,5.9,0.2,
,37123940,13588,0,162000,838.3,0,19.36,0,354.8,266.2,2.45,0.45,1057.9,0,0.02,-0.01,20,0,47.9486008,-97.1724243,114.3,108.4,228.2,21.76,19.67,2.87,57.61,135.82,241.23,206.72,231.89,217.53,1062.34,1065.74,1049.35,1070.17,28,28,6.1,0.2,
