Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42
#,id,flight,phase,time,msl_altitude,indicated_airspeed,vertical_airspeed,tas,heading,course,pitch_attitude,roll_attitude,eng_1_rpm,vertical_acceleration,longitudinal_acceleration,lateral_acceleration,oat,groundspeed,latitude,longitude,nav_1_freq,nav_2_freq,obs_1,fuel_quantity_left_main,fuel_quantity_right_main,eng_1_fuel_flow,eng_1_oil_press,eng_1_oil_temp,eng_1_cht_1,eng_1_cht_2,eng_1_cht_3,eng_1_cht_4,eng_1_egt_1,eng_1_egt_2,eng_1_egt_3,eng_1_egt_4,system_1_volts,system_2_volts,system_1_amps,system_2_amps,
,37126458,13588,0,2708000,3570.4,94.8,-102.96,101,251.4,243.3,0.89,-1.89,2271.4,0,-0.01,0,12.5,89.01,47.7873459,-97.8157654,114.3,108.4,103,16.57,19.57,6.77,68.04,159.9,326.33,311.13,327.98,334.69,1488.17,1454.35,1505.42,1471.44,28.1,28.1,0.2,0,
,37126459,13588,0,2709000,3567.4,94.75,-135.31,101,250.3,242.8,0.55,-2.38,2269.2,0,-0.04,-0.02,12.5,89.47,47.7871857,-97.8163376,114.3,108.4,103,16.48,19.62,6.84,67.86,159.89,326.33,311.14,327.98,334.7,1487.75,1454.57,1504.75,1471.53,28.1,28.1,0.3,0,
,37126460,13588,0,2710000,3564.2,95.23,-114.68,102,249.7,242,0.47,-5.13,2270.4,0,0,-0.02,12.5,90.02,47.7870216,-97.8169022,114.3,108.4,103,16.48,19.62,6.79,67.94,159.89,326.25,311.03,327.87,334.59,1487.29,1453.67,1504.19,1471.33,28.1,28.1,0.2,0,
,37126461,13588,0,2711000,3562.1,95.09,-194.32,101,249,240.9,1.05,-7.48,2272.4,0,0.03,0,12.5,90.72,47.7868462,-97.8174667,114.3,108.4,103,16.48,19.62,6.77,68.25,159.88,326.38,311.12,327.96,334.68,1487.26,1453.9,1503.71,1471.34,28.1,28.1,0.2,0.1,
,37126462,13588,0,2712000,3561.7,95.6,-208.43,102,247.7,239.4,1.7,-8.79,2279.9,0,0.02,0,12.5,91.4,47.7866592,-97.8180313,114.3,108.4,103,16.48,19.67,6.86,68.15,159.89,326.46,311.22,327.98,334.7,1487.41,1454.05,1503.5,1471.98,28.1,28.1,0.2,0,
,37126463,13588,0,2713000,3561.9,95.67,-154.75,102,246,237.3,2.15,-11.32,2280.6,0,0.08,-0.01,12.5,91.96,47.7864571,-97.8185883,114.3,108.4,103,16.43,19.72,6.8,68.07,159.89,326.47,311.2,327.97,334.7,1488.22,1454.05,1504.34,1471.34,28.1,28.1,0.2,0.1,
,37126464,13588,0,2714000,3563.2,95.34,-114.87,102,243.4,235.2,2.86,-12.1,2276.4,0,0.11,0.01,12.5,92.51,47.7862358,-97.8191376,114.3,108.4,103,16.37,19.78,6.76,67.79,159.89,326.5,311.26,327.98,334.78,1489.12,1454.61,1504.23,1471.81,28.1,28.1,0.2,0.1,
,37126465,13588,0,2715000,3567.2,95.1,-55.1,101,240.1,232.6,3.22,-11.61,2273.4,0,0.11,-0.02,12.5,92.95,47.7859993,-97.8196716,114.3,108.4,103,16.29,19.88,6.78,68.28,159.88,326.55,311.28,327.98,334.82,1489.73,1455.12,1502.96,1472.24,28.1,28.1,0.2,0,
,37126466,13588,0,2716000,3572.6,95.08,115.67,101,237.9,229.7,3.36,-12.71,2276.4,0,0.02,0,12.5,93.26,47.7857475,-97.8201828,114.3,108.4,103,16.29,19.88,6.8,67.72,159.88,326.6,311.28,327.97,334.84,1490.11,1454.92,1502.64,1472.74,28.1,28.1,0.2,0.1,
,37126467,13588,0,2717000,3577.6,94.14,192.74,100,235.8,227,3.43,-12.8,2268,0,0.01,0,12.5,93.56,47.7854767,-97.8206863,114.3,108.4,103,16.29,19.88,6.72,67.91,159.88,326.61,311.28,327.92,334.83,1489.8,1454.51,1503.01,1473.23,28.1,28.1,0.2,0,
,37126468,13588,0,2718000,3582.9,93.6,206.54,100,233.3,224.3,3.49,-14.47,2274.6,0,0,0.01,12.5,93.92,47.7851906,-97.8211746,114.3,108.4,103,16.18,19.96,6.79,68.13,159.88,326.61,311.34,327.97,334.84,1488.58,1455.04,1503.46,1472.77,28.1,28.1,0.3,0.1,
,37126469,13588,0,2719000,3592.9,93.29,233.3,99,230.4,221.5,3.77,-16.05,2261.4,0,0.03,0,12.5,94.33,47.7848778,-97.8216324,114.3,108.4,103,16.15,19.96,6.79,67.94,159.88,326.68,311.39,327.98,334.86,1487.75,1455.14,1502.53,1471.71,28.1,28.1,0.2,0,
,37126470,13588,0,2720000,3600.9,92.25,218.36,98,226.8,218.4,3.88,-14.64,2261.4,0,0.02,0,12.5,94.86,47.7845573,-97.8220749,114.3,108.4,103,16.09,20.01,6.75,68.07,159.89,326.74,311.41,327.98,334.88,1487.71,1454.72,1502.89,1470.52,28.1,28.1,0.3,0,
,37126471,13588,0,2721000,3604.4,92.48,249.48,99,223.7,215.1,3.3,-16.18,2258.2,0,-0.03,0,12.5,95.34,47.784214,-97.8224869,114.3,108.4,103,16.07,20.06,6.77,68.04,159.88,326.74,311.41,327.98,334.93,1486.87,1454.2,1502.17,1468.95,28.1,28.1,0.2,0,
,37126472,13588,0,2722000,3606.9,91.92,315.44,98,221.3,212.2,1.66,-17.58,2254,0,-0.14,0.01,12.5,95.97,47.7838593,-97.8228836,114.3,108.4,103,15.96,20.06,6.78,67.87,159.87,326.75,311.44,327.98,334.97,1486.7,1453.35,1501.91,1469.05,28.1,28.1,0.2,0,
,37126473,13588,0,2723000,3605,91.87,279.34,98,217.8,209.3,1.81,-17.38,2257.4,0,0.1,0,12.5,96.96,47.7834892,-97.8232574,114.3,108.4,103,15.93,20.06,6.8,67.67,159.87,326.81,311.5,327.98,334.97,1487.67,1452.64,1500.71,1468.41,28.1,28.1,0.2,0.1,
,37126474,13588,0,2724000,3603.5,92.11,104.43,98,214.5,205.8,1.44,-18.68,2258.1,0,0.07,0,12.5,98.34,47.7830925,-97.8235855,114.3,108.4,103,15.86,20.16,6.73,67.27,159.86,326.77,311.43,327.89,334.89,1488.15,1452.38,1499.97,1467.43,28.1,28.1,0.2,0,
,37126475,13588,0,2725000,3602.2,91.63,-57.29,98,210.9,202.3,1.75,-18.79,2254,0,0.07,0,12.5,99.81,47.7826767,-97.8239059,114.3,108.4,103,15.81,20.21,6.74,67.91,159.86,326.86,311.53,327.96,334.99,1488.68,1451.66,1499.43,1467.45,28.1,28.1,0.2,0.1,
,37126476,13588,0,2726000,3594.8,92.05,-101.87,98,206.7,198.8,2.34,-18.2,2260.2,0,0.09,0.01,12.5,101.25,47.7822456,-97.8241806,114.3,108.4,103,15.76,20.21,6.75,67.52,159.85,326.89,311.55,328.08,335.09,1489.04,1450.43,1498.98,1467.56,28.1,28.1,0.2,0,
,37126477,13588,0,2727000,3600,91.86,-64.3,98,202.8,195.3,2.49,-18.59,2261.3,0,0.09,0,12.5,102.5,47.7817955,-97.8244019,114.3,108.4,103,15.68,20.26,6.77,67.66,159.85,326.95,311.57,328.06,335.1,1487.79,1449.23,1498.73,1467.43,28.1,28.1,0.3,0,
,37126478,13588,0,2728000,3599.6,91.6,-90.24,98,198.8,191.8,2.85,-16.61,2257,0,0.13,0,12.5,103.66,47.7813339,-97.8246002,114.3,108.4,103,15.68,20.31,6.72,68.03,159.85,327.01,311.61,328.1,335.11,1486.78,1447.73,1499.09,1467.4,28.1,28.1,0.3,0.1,
,37126479,13588,0,2729000,3602.4,92.48,-8.89,99,194.9,188.3,3.54,-17.08,2256.9,0,0.11,-0.02,12.5,104.65,47.7808571,-97.8247604,114.3,108.4,103,15.63,20.31,6.77,67.71,159.84,327.02,311.67,328.11,335.14,1486.63,1447.49,1499.56,1467.14,28.1,28.1,0.2,0,
,37126480,13588,0,2730000,3607.3,92.5,103.98,99,192.4,184.9,3.85,-17.45,2270.7,0,0.03,0.01,12.5,105.37,47.7803764,-97.8248825,114.3,108.4,103,15.63,20.31,6.8,68.06,159.84,327.07,311.69,328.12,335.17,1486.79,1447.09,1499.74,1467.17,28.1,28.1,0.2,0.1,
,37126481,13588,0,2731000,3612.3,91.62,157.52,98,189,181.7,3.96,-17.26,2250.8,0,0.05,0,12.5,105.96,47.7798882,-97.8249512,114.3,108.4,103,15.6,20.36,6.82,67.9,159.84,326.97,311.57,328,335.08,1486.46,1447.03,1501,1466.88,28.1,28.1,0.2,0,
,37126482,13588,0,2732000,3617.5,91.13,206.54,97,185,178.6,3.98,-15.47,2255.8,0,0.04,-0.01,12.5,106.5,47.7793922,-97.8249893,114.3,108.4,103,15.55,20.36,6.71,67.98,159.84,327.12,311.71,328.17,335.22,1486.64,1447.22,1501.14,1466.19,28.1,28.1,0.2,0,
,37126483,13588,0,2733000,3621.6,91.16,304.9,97,181.2,175.7,4.05,-13.71,2248.5,0,0.04,-0.02,12.5,106.89,47.7789001,-97.8249893,114.3,108.4,103,15.55,20.36,6.72,67.93,159.84,327.15,311.8,328.21,335.25,1486.75,1448.06,1500.76,1464.91,28.1,28.1,0.2,0.1,
,37126484,13588,0,2734000,3627.4,90.41,358.28,96,179,173,4.37,-14.99,2242.8,0,0.04,0,12.5,107.18,47.7784081,-97.8249588,114.3,108.4,103,15.63,20.26,6.72,67.48,159.85,327.17,311.82,328.25,335.25,1486.96,1449.29,1500.01,1464.04,28.1,28.1,0.2,0,
,37126485,13588,0,2735000,3633.2,89.64,280.74,96,176.5,170.3,4.38,-16.01,2237.2,0,0.09,-0.01,12.5,107.45,47.7779121,-97.8248901,114.3,108.4,103,15.63,20.21,6.75,67.53,159.86,327.26,311.82,328.25,335.27,1487.33,1449.24,1499.36,1463.65,28.1,28.1,0.2,0,
,37126486,13588,0,2736000,3639.8,90.28,297.17,96,173.7,167.3,4.17,-17.38,2239.5,0,0,0.02,12.5,107.8,47.77742,-97.8247833,114.3,108.4,103,15.6,20.21,6.79,67.7,159.86,327.29,311.82,328.25,335.34,1487.32,1449.07,1500.01,1463.91,28.1,28.1,0.3,0,
,37126487,13588,0,2737000,3645,89.01,297.53,95,169.8,164.3,3.89,-17.23,2236,0,-0.01,0,12.5,108.17,47.7769241,-97.8246307,114.3,108.4,103,15.6,20.26,6.77,67.6,159.87,327.21,311.8,328.16,335.27,1486.84,1448.5,1501.41,1463.58,28.1,28.1,0.2,0.1,
,37126488,13588,0,2738000,3648.5,89.55,342.09,96,165.8,161.4,2.81,-16.83,2243.3,0,0,-0.02,12.5,108.62,47.7764435,-97.82444,114.3,108.4,103,15.55,20.26,6.77,67.09,159.88,327.34,311.94,328.31,335.36,1486.06,1448.38,1501.19,1463.38,28.1,28.1,0.2,0,
,37126489,13588,0,2739000,3651.5,89.39,358.38,95,162.4,158.7,2.81,-14.68,2236.8,0,0.06,-0.01,12.5,109.2,47.7759552,-97.8242264,114.3,108.4,103,15.6,20.21,6.76,67.23,159.89,327.42,311.97,328.38,335.39,1484.97,1448.18,1500.03,1463.34,28.1,28.1,0.2,0.1,
,37126490,13588,0,2740000,3653.6,89.5,278.65,96,159.3,155.9,2.75,-14,2229.4,0,0.02,-0.01,12.5,109.82,47.7754784,-97.8239746,114.3,108.4,103,15.6,20.21,6.76,67.02,159.9,327.32,311.93,328.28,335.37,1484.4,1447.73,1500.42,1462.86,28.1,28.1,0.2,0,
,37126491,13588,0,2741000,3656.2,89.21,187.49,95,156.9,153.3,2.78,-14.48,2245.9,0,0.02,-0.01,12.5,110.39,47.7750015,-97.8236771,114.3,108.4,103,15.63,20.21,6.7,67.43,159.91,327.36,311.95,328.27,335.37,1483.59,1447.41,1502.44,1462.71,28.1,28.1,0.2,0.1,
,37126492,13588,0,2742000,3658.1,89,122.85,95,154.4,150.8,1.79,-14.38,2240,0,-0.05,0,12.5,110.99,47.7745323,-97.8233643,114.3,108.4,103,15.63,20.21,6.71,67.77,159.92,327.41,311.96,328.34,335.38,1483.1,1447.83,1502.51,1462.88,28.1,28.1,0.2,0,
,37126493,13588,0,2743000,3657.4,89.24,127.37,95,151.4,148.5,1.49,-13.89,2233.6,0,-0.02,-0.01,12.5,111.69,47.7740746,-97.8230057,114.3,108.4,103,15.63,20.21,6.7,67.52,159.93,327.54,312.07,328.5,335.5,1483.33,1447.73,1501.74,1463.03,28.1,28.1,0.2,0,
,37126494,13588,0,2744000,3655.9,89.78,112.93,96,148.6,146.3,0.51,-13.62,2237.3,0,-0.04,-0.03,12.2,112.53,47.7736206,-97.8226318,114.3,108.4,103,15.63,20.21,6.7,67.05,159.96,327.5,312.09,328.41,335.47,1483.05,1446.9,1501.43,1462.5,28.1,28.1,0.2,0.1,
,37126495,13588,0,2745000,3649.9,90.18,65.08,96,146.4,143.9,0.05,-13.28,2251.3,0,-0.02,-0.01,12.2,113.5,47.7731743,-97.8222198,114.3,108.4,103,15.68,20.11,6.73,67.22,159.99,327.54,312.09,328.47,335.52,1482.56,1446.74,1500.99,1462.4,28.1,28.1,0.2,0,
,37126496,13588,0,2746000,3644.6,90.85,-64.27,97,144.3,141.7,-0.37,-13.08,2245.1,0,-0.02,0.01,12.2,114.61,47.7727394,-97.821785,114.3,108.4,103,15.73,20.06,6.71,67.3,160.02,327.56,312.11,328.52,335.52,1481.84,1447.09,1501.09,1463.04,28.1,28.1,0.3,0.1,
,37126497,13588,0,2747000,3637.3,91.8,-235.3,98,141.3,139.8,-0.21,-12.67,2254.6,0,0.04,-0.01,12.2,115.79,47.7723007,-97.821312,114.3,108.4,103,15.73,20.06,6.7,67.51,160.05,327.57,312.2,328.54,335.52,1483.46,1448.01,1500.26,1463.63,28.1,28.1,0.2,0,
,37126498,13588,0,2748000,3631.5,92.98,-315.25,99,138.3,137.5,0.94,-12.8,2263.8,0,0.14,-0.02,12.2,116.92,47.7718773,-97.8208237,114.3,108.4,103,15.73,20.11,6.69,68,160.08,327.68,312.23,328.61,335.55,1485.1,1447.97,1499.6,1464.46,28.1,28.1,0.2,0.1,
,37126499,13588,0,2749000,3629,93.29,-336.21,100,136.2,135.2,1.41,-12.71,2259.5,0,0.02,0,12.2,117.79,47.7714615,-97.8202896,114.3,108.4,103,15.73,20.06,6.74,67.61,160.1,327.7,312.23,328.66,335.62,1485.12,1448.69,1500.34,1465.55,28.1,28.1,0.2,0,
,37126500,13588,0,2750000,3627.2,93.97,-266.2,100,133.7,133.2,1.67,-12.49,2275,0,0.06,0,12.2,118.32,47.7710571,-97.8197403,114.3,108.4,103,15.73,20.06,6.81,67.95,160.12,327.73,312.28,328.69,335.66,1484.78,1449.6,1501.28,1467.04,28.1,28.1,0.2,0,
,37126501,13588,0,2751000,3627.3,94.23,-175.15,101,130.9,131.2,1.75,-11.61,2271.1,0,0.03,-0.01,12.2,118.63,47.7706642,-97.8191681,114.3,108.4,103,15.68,20.06,6.75,68.11,160.14,327.81,312.36,328.79,335.66,1486.24,1449.67,1502.95,1467.84,28.1,28.1,0.2,0.1,
,37126502,13588,0,2752000,3625.4,94.52,-58.06,101,128.7,129.3,1.51,-11.4,2270,0,0,-0.01,12.2,118.84,47.7702866,-97.818573,114.3,108.4,103,15.73,20.06,6.81,68.01,160.16,327.84,312.37,328.8,335.72,1488.71,1449.77,1503.69,1468.4,28.1,28.1,0.2,0,
,37126503,13588,0,2753000,3623.8,94.88,4.36,101,127,127.3,1.29,-13.06,2267.8,0,0,0,12.2,119.04,47.7699203,-97.8179703,114.3,108.4,103,15.73,20.01,6.76,67.97,160.17,327.92,312.47,328.87,335.79,1489.19,1450.53,1504.37,1468.86,28.1,28.1,0.2,0.1,
,37126504,13588,0,2754000,3621.9,94.53,-84.75,101,124.7,125.4,1.26,-12.39,2276,0,0.05,0.01,12.2,119.31,47.7695656,-97.8173294,114.3,108.4,103,15.68,20.06,6.68,68.34,160.18,327.97,312.5,328.93,335.8,1488.25,1451.22,1503.89,1469.67,28.1,28.1,0.2,0,
,37126505,13588,0,2755000,3620.2,95.4,-127.04,102,121.4,123.5,0.92,-13.13,2277.4,0,0.02,-0.02,12.2,119.6,47.7692261,-97.8166809,114.3,108.4,103,15.63,20.11,6.76,68.2,160.19,328.01,312.53,328.97,335.8,1487.47,1451.4,1502.72,1470.32,28.1,28.1,0.2,0,
,37126506,13588,0,2756000,3618.1,96.17,-25.41,103,119.7,121.4,0.32,-13.45,2293.5,0,-0.04,0.01,12.2,119.82,47.7689056,-97.8160172,114.3,108.4,103,15.68,20.11,6.75,68.04,160.2,328.08,312.6,329.07,335.9,1487.29,1450.67,1502.58,1471.56,28.1,28.1,0.2,0,
,37126507,13588,0,2757000,3612.7,96.72,-53.96,103,117.3,119.3,0.7,-12.6,2285.7,0,0.08,0.01,12,120.11,47.7685966,-97.8153305,114.3,108.4,103,15.63,20.11,6.83,67.96,160.21,328.11,312.64,329.12,335.93,1487.8,1450.61,1502.14,1472.14,28.1,28.1,0.2,0,
,37126508,13588,0,2758000,3610.3,97.08,-150.49,104,114.7,117.1,1.05,-12.84,2285.3,0,0.08,0,12,120.38,47.7683105,-97.8146286,114.3,108.4,103,15.73,20.06,6.8,68.41,160.21,328.16,312.66,329.19,335.93,1489.17,1450.14,1503,1471.71,28.1,28.1,0.2,0,
,37126509,13588,0,2759000,3609,97.42,-173.45,104,112.1,114.9,1.35,-12.38,2285.2,0,0.04,0,12,120.5,47.7680244,-97.8138657,114.3,108.4,103,15.68,20.11,6.77,68.47,160.2,328.24,312.75,329.21,335.93,1490.89,1450.68,1503.05,1472.48,28.1,28.1,0.2,0,
,37126510,13588,0,2761000,3608.5,97.19,-109.54,104,107.7,111,1.52,-13.49,2289.5,0,0,0,12,120.34,47.7675438,-97.8124237,114.3,108.4,103,15.63,20.16,6.8,68.36,160.2,328.27,312.78,329.35,336.04,1492.05,1452.85,1504.38,1473.32,28.1,28.1,0.2,0,
,37126511,13588,0,2762000,3608,97.83,-57.74,104,105.1,108.8,1.54,-14,2296.2,0,0,0,12,120.13,47.7673302,-97.8116608,114.3,108.4,103,15.68,20.16,6.84,68.59,160.19,328.26,312.79,329.32,335.95,1491.91,1453.24,1504.31,1472.83,28.1,28.1,0.2,0.1,
,37126512,13588,0,2763000,3609.6,97.34,-31.21,104,102.1,106.7,2,-13.49,2294.1,0,0.09,-0.01,12,119.89,47.7671242,-97.8108749,114.3,108.4,103,15.68,20.21,6.76,68.49,160.18,328.41,312.9,329.46,336.08,1491.07,1453.62,1503.52,1472.51,28.1,28.1,0.2,0.1,
,37126513,13588,0,2764000,3611,97.33,-3.76,104,99.5,104.5,2.52,-13.19,2292.8,0,0.09,0,12,119.52,47.7669525,-97.810112,114.3,108.4,103,15.68,20.21,6.8,68.14,160.16,328.41,312.92,329.53,336.14,1490.62,1453.9,1502.16,1471.89,28.1,28.1,0.2,0,
,37126514,13588,0,2765000,3614.6,96.87,27.98,103,97.1,102.2,3.09,-14.13,2284.6,0,0.07,0.03,12,118.98,47.7667961,-97.8093338,114.3,108.4,103,15.63,20.26,6.78,68.55,160.14,328.38,312.83,329.5,336.09,1490.38,1453.79,1502.83,1471.5,28.1,28.1,0.2,0,
,37126515,13588,0,2766000,3619.2,95.83,57.98,102,94.6,99.8,3.02,-14.34,2291.8,0,0.04,0.01,12,118.3,47.7666626,-97.808548,114.3,108.4,103,15.63,20.31,6.78,68.6,160.12,328.39,312.9,329.54,336.07,1491.07,1453.91,1503.84,1471.54,28.1,28.1,0.2,0,
,37126516,13588,0,2767000,3623.9,95.3,133.22,102,91.3,97.5,3.02,-11.54,2276.1,0,0.06,-0.01,12.2,117.62,47.766552,-97.8077545,114.3,108.4,103,15.63,20.31,6.81,67.85,160.09,328.39,312.92,329.58,336.08,1490.41,1453.44,1504.6,1470.85,28.1,28.1,0.2,0.1,
,37126517,13588,0,2768000,3629.6,95.91,289.24,102,88.4,95.6,3.02,-6.55,2275.4,0,0,-0.04,12.2,116.9,47.7664566,-97.8069611,114.3,108.4,103,15.63,20.31,6.74,68.17,160.07,328.52,313.03,329.73,336.23,1491.1,1453.64,1505.3,1470.13,28.1,28.1,0.2,0,
,37126518,13588,0,2769000,3633.1,95.88,400.84,102,87.3,94.1,3.12,-3.71,2267.9,0,0.02,-0.03,12.2,116.2,47.7663803,-97.80616,114.3,108.4,103,15.68,20.26,6.72,67.45,160.04,328.52,313,329.7,336.2,1490.27,1454.56,1505.19,1469.64,28.1,28.1,0.2,0,
,37126519,13588,0,2770000,3638.4,95.43,346.54,102,87.6,93.3,2.91,-6.11,2266.1,0,-0.01,0,12.2,115.62,47.7663078,-97.8053589,114.3,108.4,103,15.76,20.21,6.7,67.85,160.02,328.64,313.16,329.81,336.32,1489.34,1454.18,1505.71,1470.42,28.1,28.1,0.2,0.1,
,37126520,13588,0,2771000,3642.3,94.8,245.32,101,86.6,92.7,2.87,-3.87,2268.8,0,-0.01,0,12.2,115.17,47.7662506,-97.8046112,114.3,108.4,103,15.81,20.21,6.74,68.29,160.01,328.55,313.07,329.77,336.23,1490.25,1453.32,1505.5,1470.63,28.1,28.1,0.2,0,
,37126521,13588,0,2772000,3645.9,94.89,245.2,101,84.7,91.8,2.74,-2.36,2264.4,0,-0.03,-0.05,12.2,114.8,47.7661934,-97.803833,114.3,108.4,103,15.76,20.26,6.75,68.11,160,328.53,313.06,329.81,336.24,1490.24,1453.46,1504.6,1470.53,28.1,28.1,0.2,0.1,
,37126522,13588,0,2773000,3648.8,94.7,318.4,101,85.1,91.3,2.52,-2.11,2260,0,-0.03,-0.01,12.2,114.41,47.7661438,-97.8030472,114.3,108.4,103,15.86,20.16,6.73,67.83,160,328.66,313.17,329.97,336.36,1490.55,1453.56,1504.19,1471.39,28.1,28.1,0.2,0,
,37126523,13588,0,2774000,3650.7,93.98,210.81,100,84.9,90.8,2.15,-1.37,2269.3,0,-0.03,-0.01,12.2,114.2,47.766098,-97.802269,114.3,108.4,103,15.86,20.11,6.76,67.68,160,328.63,313.08,329.92,336.34,1490.62,1452.85,1504.63,1472.95,28.1,28.1,0.2,0.1,
,37126524,13588,0,2775000,3653.5,94.12,149.39,100,84.1,90.6,1.76,-0.63,2266,0,-0.04,-0.01,12.2,114.14,47.7660561,-97.8014832,114.3,108.4,103,15.88,20.06,6.74,68.06,159.99,328.65,313.1,329.9,336.35,1489.88,1451.34,1503.83,1472.93,28.1,28.1,0.2,0,
,37126525,13588,0,2776000,3653.8,94.23,140.53,101,83.6,90.3,1.35,-0.55,2265,0,-0.03,-0.02,12.2,114.2,47.7660103,-97.8006744,114.3,108.4,103,15.93,20.06,6.72,67.27,159.98,328.66,313.18,329.9,336.35,1488.79,1451.02,1503.45,1472.34,28.1,28.1,0.2,0,
,37126526,13588,0,2777000,3653.5,94.74,108.93,101,83.6,89.9,1.04,-1.3,2264.5,0,-0.03,-0.01,12.2,114.33,47.7659721,-97.7999191,114.3,108.4,103,15.96,20.01,6.75,67.87,159.97,328.66,313.19,329.95,336.35,1487.78,1451.09,1503.17,1472.56,28.1,28.1,0.2,0,
,37126527,13588,0,2778000,3652.6,94.49,42.4,101,83.3,89.6,0.74,-0.93,2265.2,0,-0.05,-0.01,12.2,114.57,47.765934,-97.7991333,114.3,108.4,103,15.96,19.96,6.75,68.09,159.96,328.66,313.19,330.01,336.41,1487.32,1451.55,1503.52,1472.64,28.1,28.1,0.3,0,
,37126528,13588,0,2779000,3650.8,94.81,-6.51,101,82.8,89.3,0.63,-0.79,2268.9,0,-0.02,-0.01,12.2,114.88,47.7659035,-97.7983475,114.3,108.4,103,15.96,20.01,6.61,67.85,159.94,328.66,313.19,330.03,336.41,1487.51,1451.96,1504.91,1472.78,28.1,28.1,0.2,0,
,37126529,13588,0,2780000,3648.9,95.61,-15.62,102,82.7,89,0.2,-1.02,2274,0,-0.05,-0.01,12.2,115.21,47.765873,-97.7975616,114.3,108.4,103,16.01,19.96,6.7,67.8,159.94,328.66,313.19,330.04,336.47,1488.43,1452,1506.08,1472.78,28.1,28.1,0.2,0,
,37126530,13588,0,2781000,3644.5,95.81,-48.14,102,82.6,88.7,0.21,-0.3,2279.1,0,0.04,-0.02,12.2,115.64,47.7658424,-97.7967682,114.3,108.4,103,16.07,19.88,6.72,67.95,159.93,328.78,313.3,330.15,336.6,1489.16,1452.59,1506.62,1472.73,28.1,28.1,0.1,0,
,37126531,13588,0,2782000,3642.3,96.68,-102.51,103,82.3,88.4,0.34,-0.53,2275.4,0,-0.01,-0.03,12.2,116.08,47.7658234,-97.7959595,114.3,108.4,103,16.09,19.88,6.72,68.3,159.92,328.7,313.22,330.08,336.5,1488.33,1452.41,1506.5,1473.31,28.1,28.1,0.2,0,
,37126532,13588,0,2783000,3639.5,96.59,-115.59,103,82,88.3,0.33,0.41,2274.4,0,0,-0.03,12.2,116.47,47.7658005,-97.7951736,114.3,108.4,103,16.15,19.83,6.88,68.36,159.92,328.73,313.21,330.07,336.49,1488.09,1453.42,1505.61,1473.45,28.1,28.1,0.3,0.1,
,37126533,13588,0,2784000,3636.9,97.05,-128.8,104,81.8,88.1,0.36,0.83,2278.7,0,0.01,-0.01,12.2,116.88,47.7657776,-97.7943802,114.3,108.4,103,16.15,19.78,6.78,67.88,159.92,328.73,313.26,330.11,336.48,1489.44,1454.07,1504.16,1473.53,28.1,28.1,0.2,0.1,
,37126534,13588,0,2785000,3634.5,97.29,-140.05,104,81.9,88.1,0.46,0.51,2289.9,0,0.03,-0.02,12,117.29,47.7657585,-97.7935715,114.3,108.4,103,16.18,19.72,6.85,68.08,159.93,328.9,313.36,330.27,336.6,1490.45,1455.19,1504.7,1473.72,28.1,28.1,0.2,0,
,37126535,13588,0,2786000,3632,97.57,-150.49,104,81.8,88.2,0.78,3.37,2284.6,0,0.03,-0.02,12,117.66,47.7657394,-97.7927551,114.3,108.4,103,16.23,19.72,6.71,68.54,159.93,328.81,313.32,330.18,336.5,1490.03,1455.06,1505.93,1473.06,28.1,28.1,0.2,0.1,
,37126536,13588,0,2787000,3631.9,97.85,-97.45,104,82,88.4,1.27,4.83,2290.2,0,0.05,-0.04,12,118.01,47.7657127,-97.791954,114.3,108.4,103,16.29,19.62,6.79,68.2,159.92,328.8,313.28,330.17,336.5,1489.9,1455.63,1506.05,1473.22,28.1,28.1,0.2,0,
,37126537,13588,0,2788000,3631.8,98.46,-24.69,105,83.5,88.8,1.88,5.21,2298.7,0,0.07,-0.01,12,118.22,47.765686,-97.7911453,114.3,108.4,103,16.37,19.57,6.7,68.48,159.92,328.8,313.32,330.17,336.5,1489.86,1456.12,1506.15,1473.24,28.1,28.1,0.2,0.1,
,37126538,13588,0,2789000,3633.7,97.33,-65.48,104,84.6,89.5,2.08,5.23,2289,0,0.03,-0.02,12,118.34,47.7656479,-97.7903061,114.3,108.4,103,16.32,19.62,6.81,68.47,159.91,328.8,313.32,330.17,336.54,1489.4,1456.3,1506.61,1474.24,28.1,28.1,0.2,0.1,
,37126539,13588,0,2790000,3635.6,97.15,-30.35,104,85,90.2,2.15,7.26,2284.7,0,0.01,-0.04,12,118.4,47.7656059,-97.7895126,114.3,108.4,103,16.23,19.67,6.76,68.32,159.91,328.8,313.33,330.17,336.55,1488.74,1456.85,1507.49,1474.15,28.1,28.1,0.2,0.1,
,37126540,13588,0,2791000,3637.1,97,70.21,104,86.5,91,2.24,7.16,2281.5,0,0.04,-0.02,12,118.42,47.7655563,-97.7887039,114.3,108.4,103,16.32,19.57,6.82,67.46,159.9,328.8,313.33,330.17,336.55,1488.56,1456.91,1508.12,1473.63,28.1,28.1,0.2,0,
